work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary
2023,Senior,Full-time,Analytics Engineer,197000,USD,197000,US,On-Site,US,MEDIUM,Data Engineering,197000.0
2023,Senior,Full-time,Analytics Engineer,106000,USD,106000,US,On-Site,US,MEDIUM,Data Engineering,106000.0
2023,Mid/Intermediate level,Full-time,Deep Learning Engineer,150000,USD,150000,US,Full-Remote,US,MEDIUM,Other,150000.0
2023,Mid/Intermediate level,Full-time,Deep Learning Engineer,100000,USD,100000,US,Full-Remote,US,MEDIUM,Other,100000.0
2023,Senior,Full-time,Data Engineer,290000,USD,290000,US,Full-Remote,US,MEDIUM,Data Engineering,290000.0
2023,Senior,Full-time,Data Engineer,210000,USD,210000,US,Full-Remote,US,MEDIUM,Data Engineering,210000.0
2023,Senior,Full-time,Data Engineer,192000,USD,192000,US,On-Site,US,MEDIUM,Data Engineering,192000.0
2023,Senior,Full-time,Data Engineer,172800,USD,172800,US,On-Site,US,MEDIUM,Data Engineering,172800.0
2023,Senior,Full-time,Data Scientist,300240,USD,300240,US,On-Site,US,MEDIUM,Data Science,300240.0
2023,Senior,Full-time,Data Scientist,200160,USD,200160,US,On-Site,US,MEDIUM,Data Science,200160.0
2023,Senior,Full-time,Data Scientist,300240,USD,300240,US,On-Site,US,MEDIUM,Data Science,300240.0
2023,Senior,Full-time,Data Scientist,200160,USD,200160,US,On-Site,US,MEDIUM,Data Science,200160.0
2023,Senior,Full-time,Analytics Engineer,175000,USD,175000,US,On-Site,US,MEDIUM,Data Engineering,175000.0
2023,Senior,Full-time,Analytics Engineer,140000,USD,140000,US,On-Site,US,MEDIUM,Data Engineering,140000.0
2023,Senior,Full-time,Data Manager,169000,USD,169000,US,On-Site,US,MEDIUM,Other,169000.0
2023,Senior,Full-time,Data Manager,100000,USD,100000,US,On-Site,US,MEDIUM,Other,100000.0
2023,Senior,Full-time,Data Scientist,370000,USD,370000,US,On-Site,US,MEDIUM,Data Science,370000.0
2023,Senior,Full-time,Data Scientist,245000,USD,245000,US,On-Site,US,MEDIUM,Data Science,245000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,95000,GBP,115447,GB,Full-Remote,GB,LARGE,Data Engineering,115447.0
2023,Senior,Full-time,Data Analyst,110000,USD,110000,US,Full-Remote,US,SMALL,Data Engineering,110000.0
2023,Senior,Full-time,Data Analyst,80000,USD,80000,US,Full-Remote,US,SMALL,Data Engineering,80000.0
2023,Entry level,Full-time,Data Analyst,55000,USD,55000,US,On-Site,US,MEDIUM,Data Engineering,55000.0
2023,Entry level,Full-time,Data Analyst,48000,USD,48000,US,On-Site,US,MEDIUM,Data Engineering,48000.0
2023,Senior,Full-time,Data Analyst,95000,USD,95000,US,On-Site,US,MEDIUM,Data Engineering,95000.0
2023,Senior,Full-time,Data Analyst,85000,USD,85000,US,On-Site,US,MEDIUM,Data Engineering,85000.0
2023,Senior,Full-time,Data Engineer,137500,USD,137500,US,Full-Remote,US,MEDIUM,Data Engineering,137500.0
2023,Senior,Full-time,Data Engineer,81500,USD,81500,US,Full-Remote,US,MEDIUM,Data Engineering,81500.0
2023,Senior,Full-time,Machine Learning Engineer,323300,USD,323300,US,On-Site,US,MEDIUM,Machine Learning,323300.0
2023,Senior,Full-time,Machine Learning Engineer,184700,USD,184700,US,On-Site,US,MEDIUM,Machine Learning,184700.0
2021,Mid/Intermediate level,Full-time,AI Scientist,30000,USD,30000,GH,On-Site,GH,SMALL,Other,33863.105294999994
2023,Senior,Full-time,Machine Learning Engineer,186000,USD,186000,US,Full-Remote,US,MEDIUM,Machine Learning,186000.0
2023,Senior,Full-time,Machine Learning Engineer,153088,USD,153088,US,Full-Remote,US,MEDIUM,Machine Learning,153088.0
2023,Mid/Intermediate level,Full-time,Data Infrastructure Engineer,190000,USD,190000,US,Full-Remote,US,MEDIUM,Other,190000.0
2023,Mid/Intermediate level,Full-time,Data Infrastructure Engineer,160000,USD,160000,US,Full-Remote,US,MEDIUM,Other,160000.0
2023,Senior,Full-time,Machine Learning Engineer,200000,USD,200000,US,Full-Remote,US,MEDIUM,Machine Learning,200000.0
2023,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,US,Full-Remote,US,MEDIUM,Machine Learning,150000.0
2023,Mid/Intermediate level,Full-time,Data Infrastructure Engineer,190000,USD,190000,US,On-Site,US,MEDIUM,Other,190000.0
2023,Mid/Intermediate level,Full-time,Data Infrastructure Engineer,183310,USD,183310,US,On-Site,US,MEDIUM,Other,183310.0
2023,Senior,Full-time,Machine Learning Engineer,240000,USD,240000,US,Full-Remote,US,MEDIUM,Machine Learning,240000.0
2023,Senior,Full-time,Machine Learning Engineer,180000,USD,180000,US,Full-Remote,US,MEDIUM,Machine Learning,180000.0
2023,Senior,Full-time,Machine Learning Engineer,200000,USD,200000,US,Full-Remote,US,MEDIUM,Machine Learning,200000.0
2023,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,US,Full-Remote,US,MEDIUM,Machine Learning,150000.0
2023,Senior,Full-time,Data Science Manager,299500,USD,299500,US,On-Site,US,MEDIUM,Management,299500.0
2023,Senior,Full-time,Data Science Manager,245100,USD,245100,US,On-Site,US,MEDIUM,Management,245100.0
2023,Senior,Full-time,Data Engineer,144000,USD,144000,US,Full-Remote,US,MEDIUM,Data Engineering,144000.0
2023,Senior,Full-time,Data Engineer,66000,USD,66000,US,Full-Remote,US,MEDIUM,Data Engineering,66000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,148500,USD,148500,US,On-Site,US,MEDIUM,Machine Learning,148500.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,126277,USD,126277,US,On-Site,US,MEDIUM,Machine Learning,126277.0
2023,Senior,Full-time,Data Architect,228000,USD,228000,US,On-Site,US,MEDIUM,Data Architecture,228000.0
2023,Senior,Full-time,Data Architect,120000,USD,120000,US,On-Site,US,MEDIUM,Data Architecture,120000.0
2023,Senior,Full-time,Machine Learning Software Engineer,180000,USD,180000,US,On-Site,US,MEDIUM,Other,180000.0
2023,Senior,Full-time,Machine Learning Software Engineer,90000,USD,90000,US,On-Site,US,MEDIUM,Other,90000.0
2023,Senior,Full-time,Data Scientist,126500,USD,126500,US,On-Site,US,MEDIUM,Data Science,126500.0
2023,Senior,Full-time,Data Scientist,78000,USD,78000,US,On-Site,US,MEDIUM,Data Science,78000.0
2023,Senior,Full-time,Data Engineer,180000,USD,180000,US,On-Site,US,MEDIUM,Data Engineering,180000.0
2023,Senior,Full-time,Data Engineer,160000,USD,160000,US,On-Site,US,MEDIUM,Data Engineering,160000.0
2023,Senior,Full-time,Machine Learning Software Engineer,272000,USD,272000,US,On-Site,US,MEDIUM,Other,272000.0
2023,Senior,Full-time,Machine Learning Software Engineer,170000,USD,170000,US,On-Site,US,MEDIUM,Other,170000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,80000,USD,80000,US,On-Site,US,MEDIUM,Data Engineering,80000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,60000,USD,60000,US,On-Site,US,MEDIUM,Data Engineering,60000.0
2023,Senior,Full-time,Data Engineer,259000,USD,259000,US,Full-Remote,US,MEDIUM,Data Engineering,259000.0
2023,Senior,Full-time,Data Engineer,146000,USD,146000,US,Full-Remote,US,MEDIUM,Data Engineering,146000.0
2023,Senior,Full-time,Data Engineer,200000,USD,200000,US,On-Site,US,MEDIUM,Data Engineering,200000.0
2023,Senior,Full-time,Data Engineer,160000,USD,160000,US,On-Site,US,MEDIUM,Data Engineering,160000.0
2023,Executive level,Full-time,Data Engineer,310000,USD,310000,US,Full-Remote,US,MEDIUM,Data Engineering,310000.0
2023,Executive level,Full-time,Data Engineer,239000,USD,239000,US,Full-Remote,US,MEDIUM,Data Engineering,239000.0
2023,Senior,Full-time,Data Analyst,142000,USD,142000,US,Full-Remote,US,MEDIUM,Data Engineering,142000.0
2023,Senior,Full-time,Data Analyst,95000,USD,95000,US,Full-Remote,US,MEDIUM,Data Engineering,95000.0
2023,Senior,Full-time,Data Scientist,155000,USD,155000,US,On-Site,US,MEDIUM,Data Science,155000.0
2023,Senior,Full-time,Data Scientist,139500,USD,139500,US,On-Site,US,MEDIUM,Data Science,139500.0
2023,Mid/Intermediate level,Full-time,Data Engineer,140000,USD,140000,US,Full-Remote,US,MEDIUM,Data Engineering,140000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,120000,USD,120000,US,Full-Remote,US,MEDIUM,Data Engineering,120000.0
2023,Senior,Full-time,Data Engineer,259000,USD,259000,US,Full-Remote,US,MEDIUM,Data Engineering,259000.0
2023,Senior,Full-time,Data Engineer,146000,USD,146000,US,Full-Remote,US,MEDIUM,Data Engineering,146000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,90000,GBP,109371,HR,On-Site,HR,MEDIUM,Data Engineering,109371.0
2023,Mid/Intermediate level,Full-time,Data Analyst,60000,GBP,72914,HR,On-Site,HR,MEDIUM,Data Engineering,72914.0
2023,Entry level,Part-time,Data Analyst,78000,PLN,17779,PL,Full-Remote,IN,LARGE,Data Engineering,17779.0
2023,Entry level,Full-time,Data Scientist,101400,BRL,19522,BR,Full-Remote,BR,LARGE,Data Science,19522.0
2023,Senior,Full-time,Data Science Lead,247500,USD,247500,US,On-Site,US,MEDIUM,Other,247500.0
2023,Senior,Full-time,Data Science Lead,172200,USD,172200,US,On-Site,US,MEDIUM,Other,172200.0
2023,Senior,Full-time,Data Scientist,225000,USD,225000,US,On-Site,US,MEDIUM,Data Science,225000.0
2023,Senior,Full-time,Data Scientist,156400,USD,156400,US,On-Site,US,MEDIUM,Data Science,156400.0
2023,Senior,Full-time,Data Engineer,139500,USD,139500,US,On-Site,US,MEDIUM,Data Engineering,139500.0
2023,Senior,Full-time,Data Engineer,109400,USD,109400,US,On-Site,US,MEDIUM,Data Engineering,109400.0
2023,Mid/Intermediate level,Full-time,Data Engineer,125000,USD,125000,US,On-Site,US,MEDIUM,Data Engineering,125000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,90000,USD,90000,US,On-Site,US,MEDIUM,Data Engineering,90000.0
2023,Senior,Full-time,Machine Learning Infrastructure Engineer,100000,EUR,107309,FR,Full-Remote,FR,MEDIUM,Other,107309.0
2023,Senior,Full-time,Machine Learning Infrastructure Engineer,70000,EUR,75116,FR,Full-Remote,FR,MEDIUM,Other,75116.0
2023,Senior,Full-time,Data Scientist,185900,USD,185900,US,On-Site,US,MEDIUM,Data Science,185900.0
2023,Senior,Full-time,Data Scientist,129300,USD,129300,US,On-Site,US,MEDIUM,Data Science,129300.0
2023,Senior,Full-time,Machine Learning Engineer,139500,USD,139500,US,On-Site,US,MEDIUM,Machine Learning,139500.0
2023,Senior,Full-time,Machine Learning Engineer,109400,USD,109400,US,On-Site,US,MEDIUM,Machine Learning,109400.0
2023,Senior,Full-time,Data Analyst,120000,USD,120000,US,Full-Remote,US,MEDIUM,Data Engineering,120000.0
2023,Senior,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,MEDIUM,Data Engineering,75000.0
2023,Senior,Full-time,Data Analyst,169000,USD,169000,US,On-Site,US,MEDIUM,Data Engineering,169000.0
2023,Senior,Full-time,Data Analyst,110600,USD,110600,US,On-Site,US,MEDIUM,Data Engineering,110600.0
2023,Senior,Full-time,Machine Learning Engineer,288000,USD,288000,US,Full-Remote,US,MEDIUM,Machine Learning,288000.0
2023,Senior,Full-time,Machine Learning Engineer,140000,USD,140000,US,Full-Remote,US,MEDIUM,Machine Learning,140000.0
2023,Senior,Full-time,Machine Learning Engineer,288000,USD,288000,US,Full-Remote,US,MEDIUM,Machine Learning,288000.0
2023,Senior,Full-time,Machine Learning Engineer,140000,USD,140000,US,Full-Remote,US,MEDIUM,Machine Learning,140000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,120000,USD,120000,US,On-Site,US,MEDIUM,Data Engineering,120000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,90000,USD,90000,US,On-Site,US,MEDIUM,Data Engineering,90000.0
2023,Mid/Intermediate level,Full-time,Data Science Lead,60000,GBP,72914,GB,On-Site,GB,MEDIUM,Other,72914.0
2023,Mid/Intermediate level,Full-time,Data Science Lead,50000,GBP,60761,GB,On-Site,GB,MEDIUM,Other,60761.0
2023,Senior,Full-time,Data Scientist,215050,USD,215050,US,Full-Remote,US,MEDIUM,Data Science,215050.0
2023,Senior,Full-time,Data Scientist,156400,USD,156400,US,Full-Remote,US,MEDIUM,Data Science,156400.0
2023,Senior,Full-time,Data Architect,198000,USD,198000,US,Full-Remote,US,MEDIUM,Data Architecture,198000.0
2023,Senior,Full-time,Data Architect,114000,USD,114000,US,Full-Remote,US,MEDIUM,Data Architecture,114000.0
2023,Entry level,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,MEDIUM,Data Engineering,75000.0
2023,Entry level,Full-time,Data Analyst,60000,USD,60000,US,Full-Remote,US,MEDIUM,Data Engineering,60000.0
2023,Senior,Full-time,Machine Learning Engineer,204500,USD,204500,US,On-Site,US,MEDIUM,Machine Learning,204500.0
2023,Senior,Full-time,Machine Learning Engineer,142200,USD,142200,US,On-Site,US,MEDIUM,Machine Learning,142200.0
2023,Senior,Full-time,Data Scientist,209300,USD,209300,US,Full-Remote,US,MEDIUM,Data Science,209300.0
2023,Senior,Full-time,Data Scientist,182200,USD,182200,US,Full-Remote,US,MEDIUM,Data Science,182200.0
2023,Senior,Full-time,Data Manager,140000,USD,140000,US,On-Site,US,MEDIUM,Other,140000.0
2023,Senior,Full-time,Data Manager,120000,USD,120000,US,On-Site,US,MEDIUM,Other,120000.0
2022,Entry level,Full-time,Data Scientist,85000,USD,85000,US,On-Site,US,MEDIUM,Data Science,94779.67499999999
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,40000,GBP,48609,GB,Full-Remote,GB,MEDIUM,Machine Learning,48609.0
2023,Entry level,Full-time,Research Engineer,120000,USD,120000,GB,Full-Remote,GB,MEDIUM,Other,120000.0
2023,Entry level,Full-time,Research Engineer,60000,USD,60000,GB,Full-Remote,GB,MEDIUM,Other,60000.0
2023,Senior,Full-time,Machine Learning Engineer,147100,USD,147100,US,On-Site,US,MEDIUM,Machine Learning,147100.0
2023,Senior,Full-time,Machine Learning Engineer,90700,USD,90700,US,On-Site,US,MEDIUM,Machine Learning,90700.0
2023,Senior,Full-time,Data Engineer,230000,USD,230000,US,On-Site,US,MEDIUM,Data Engineering,230000.0
2023,Senior,Full-time,Data Engineer,170000,USD,170000,US,On-Site,US,MEDIUM,Data Engineering,170000.0
2023,Senior,Full-time,Data Analyst,227000,USD,227000,US,On-Site,US,MEDIUM,Data Engineering,227000.0
2023,Senior,Full-time,Data Analyst,108000,USD,108000,US,On-Site,US,MEDIUM,Data Engineering,108000.0
2023,Senior,Full-time,Data Engineer,180000,USD,180000,US,Full-Remote,US,MEDIUM,Data Engineering,180000.0
2023,Senior,Full-time,Data Engineer,160000,USD,160000,US,Full-Remote,US,MEDIUM,Data Engineering,160000.0
2023,Senior,Full-time,Data Architect,180000,USD,180000,US,Full-Remote,US,MEDIUM,Data Architecture,180000.0
2023,Senior,Full-time,Data Architect,160000,USD,160000,US,Full-Remote,US,MEDIUM,Data Architecture,160000.0
2023,Senior,Full-time,Data Engineer,180000,USD,180000,US,On-Site,US,MEDIUM,Data Engineering,180000.0
2023,Senior,Full-time,Data Engineer,130000,USD,130000,US,On-Site,US,MEDIUM,Data Engineering,130000.0
2023,Senior,Full-time,Data Analyst,52000,EUR,55800,ES,Full-Remote,ES,MEDIUM,Data Engineering,55800.0
2023,Senior,Full-time,Data Analyst,48000,EUR,51508,ES,Full-Remote,ES,MEDIUM,Data Engineering,51508.0
2023,Entry level,Full-time,Data Analyst,60000,USD,60000,US,Full-Remote,US,LARGE,Data Engineering,60000.0
2023,Entry level,Full-time,Data Analyst,50000,USD,50000,KW,Half-Remote,US,LARGE,Data Engineering,50000.0
2023,Senior,Full-time,Data Engineer,226700,USD,226700,US,On-Site,US,MEDIUM,Data Engineering,226700.0
2023,Senior,Full-time,Data Engineer,133300,USD,133300,US,On-Site,US,MEDIUM,Data Engineering,133300.0
2023,Senior,Full-time,Data Engineer,252000,USD,252000,US,On-Site,US,MEDIUM,Data Engineering,252000.0
2023,Senior,Full-time,Data Engineer,129000,USD,129000,US,On-Site,US,MEDIUM,Data Engineering,129000.0
2023,Senior,Full-time,Big Data Architect,124999,GBP,151902,GB,Full-Remote,GB,LARGE,Data Architecture,151902.0
2023,Entry level,Full-time,Data Scientist,800000,INR,9727,IN,On-Site,IN,LARGE,Data Science,9727.0
2023,Senior,Full-time,Data Analyst,80000,USD,80000,US,On-Site,US,MEDIUM,Data Engineering,80000.0
2023,Senior,Full-time,Data Analyst,52500,USD,52500,US,On-Site,US,MEDIUM,Data Engineering,52500.0
2023,Senior,Full-time,Data Engineer,250000,USD,250000,US,Full-Remote,US,MEDIUM,Data Engineering,250000.0
2023,Senior,Full-time,Data Engineer,162500,USD,162500,US,Full-Remote,US,MEDIUM,Data Engineering,162500.0
2023,Entry level,Full-time,Data Analyst,85000,USD,85000,US,Full-Remote,US,MEDIUM,Data Engineering,85000.0
2023,Entry level,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,MEDIUM,Data Engineering,75000.0
2023,Senior,Full-time,Data Analyst,153600,USD,153600,US,On-Site,US,MEDIUM,Data Engineering,153600.0
2023,Senior,Full-time,Data Analyst,106800,USD,106800,US,On-Site,US,MEDIUM,Data Engineering,106800.0
2023,Mid/Intermediate level,Full-time,Data Analyst,165000,USD,165000,US,On-Site,US,MEDIUM,Data Engineering,165000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,124000,USD,124000,US,On-Site,US,MEDIUM,Data Engineering,124000.0
2023,Senior,Full-time,Data Analyst,115934,USD,115934,US,Full-Remote,US,MEDIUM,Data Engineering,115934.0
2023,Senior,Full-time,Data Analyst,81666,USD,81666,US,Full-Remote,US,MEDIUM,Data Engineering,81666.0
2023,Senior,Full-time,Data Engineer,167580,USD,167580,US,On-Site,US,MEDIUM,Data Engineering,167580.0
2023,Senior,Full-time,Data Engineer,87980,USD,87980,US,On-Site,US,MEDIUM,Data Engineering,87980.0
2023,Senior,Full-time,Data Engineer,250000,USD,250000,US,Full-Remote,US,MEDIUM,Data Engineering,250000.0
2023,Senior,Full-time,Data Engineer,63000,USD,63000,US,Full-Remote,US,MEDIUM,Data Engineering,63000.0
2023,Senior,Full-time,Research Scientist,253750,USD,253750,ES,On-Site,ES,MEDIUM,Data Science,253750.0
2023,Senior,Full-time,Research Scientist,169200,USD,169200,ES,On-Site,ES,MEDIUM,Data Science,169200.0
2023,Senior,Full-time,Research Scientist,253750,USD,253750,ES,On-Site,ES,MEDIUM,Data Science,253750.0
2023,Senior,Full-time,Research Scientist,169200,USD,169200,ES,On-Site,ES,MEDIUM,Data Science,169200.0
2023,Mid/Intermediate level,Full-time,Data Scientist,170000,USD,170000,US,On-Site,US,MEDIUM,Data Science,170000.0
2023,Mid/Intermediate level,Full-time,Data Scientist,120000,USD,120000,US,On-Site,US,MEDIUM,Data Science,120000.0
2023,Senior,Full-time,Data Engineer,124740,USD,124740,US,On-Site,US,MEDIUM,Data Engineering,124740.0
2023,Senior,Full-time,Data Engineer,65488,USD,65488,US,On-Site,US,MEDIUM,Data Engineering,65488.0
2023,Senior,Full-time,Data Engineer,213580,USD,213580,US,Full-Remote,US,MEDIUM,Data Engineering,213580.0
2023,Senior,Full-time,Data Engineer,163625,USD,163625,US,Full-Remote,US,MEDIUM,Data Engineering,163625.0
2023,Entry level,Full-time,Data Engineer,12000,USD,12000,VN,On-Site,VN,LARGE,Data Engineering,12000.0
2022,Senior,Full-time,Machine Learning Software Engineer,375000,USD,375000,US,Full-Remote,US,MEDIUM,Other,418145.625
2023,Senior,Full-time,Data Engineer,95000,EUR,101943,IE,Full-Remote,IE,MEDIUM,Data Engineering,101943.0
2023,Mid/Intermediate level,Full-time,Product Data Analyst,1350000,INR,16414,IN,Full-Remote,IN,LARGE,Other,16414.0
2023,Senior,Full-time,Machine Learning Engineer,220000,USD,220000,US,On-Site,US,MEDIUM,Machine Learning,220000.0
2023,Senior,Full-time,Machine Learning Engineer,170000,USD,170000,US,On-Site,US,MEDIUM,Machine Learning,170000.0
2023,Executive level,Full-time,Data Engineer,235000,USD,235000,US,On-Site,US,MEDIUM,Data Engineering,235000.0
2023,Executive level,Full-time,Data Engineer,210000,USD,210000,US,On-Site,US,MEDIUM,Data Engineering,210000.0
2023,Senior,Full-time,Data Architect,180000,USD,180000,US,Full-Remote,US,MEDIUM,Data Architecture,180000.0
2023,Senior,Full-time,Data Architect,115000,USD,115000,US,Full-Remote,US,MEDIUM,Data Architecture,115000.0
2023,Senior,Full-time,Data Architect,200000,USD,200000,US,Full-Remote,US,MEDIUM,Data Architecture,200000.0
2023,Senior,Full-time,Data Architect,115000,USD,115000,US,Full-Remote,US,MEDIUM,Data Architecture,115000.0
2023,Senior,Full-time,Data Science Manager,231250,USD,231250,US,Full-Remote,US,MEDIUM,Management,231250.0
2023,Senior,Full-time,Data Science Manager,138750,USD,138750,US,Full-Remote,US,MEDIUM,Management,138750.0
2023,Senior,Full-time,Machine Learning Engineer,284310,USD,284310,US,On-Site,US,MEDIUM,Machine Learning,284310.0
2023,Senior,Full-time,Machine Learning Engineer,153090,USD,153090,US,On-Site,US,MEDIUM,Machine Learning,153090.0
2023,Senior,Full-time,Data Engineer,160000,USD,160000,US,Full-Remote,US,MEDIUM,Data Engineering,160000.0
2023,Senior,Full-time,Data Engineer,75000,USD,75000,US,Full-Remote,US,MEDIUM,Data Engineering,75000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,125000,USD,125000,US,On-Site,US,MEDIUM,Data Engineering,125000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,105000,USD,105000,US,On-Site,US,MEDIUM,Data Engineering,105000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,90000,GBP,109371,GB,On-Site,GB,MEDIUM,Data Engineering,109371.0
2023,Mid/Intermediate level,Full-time,Data Analyst,70000,GBP,85066,GB,On-Site,GB,MEDIUM,Data Engineering,85066.0
2023,Entry level,Full-time,Data Analyst,55000,USD,55000,US,On-Site,US,MEDIUM,Data Engineering,55000.0
2023,Entry level,Full-time,Data Analyst,48000,USD,48000,US,On-Site,US,MEDIUM,Data Engineering,48000.0
2023,Entry level,Full-time,Data Analyst,100000,USD,100000,US,Half-Remote,US,MEDIUM,Data Engineering,100000.0
2023,Senior,Full-time,Data Science Lead,225900,USD,225900,US,On-Site,US,MEDIUM,Other,225900.0
2023,Senior,Full-time,Data Science Lead,156400,USD,156400,US,On-Site,US,MEDIUM,Other,156400.0
2023,Senior,Full-time,Data Engineer,250000,USD,250000,US,Full-Remote,US,MEDIUM,Data Engineering,250000.0
2023,Senior,Full-time,Data Engineer,162500,USD,162500,US,Full-Remote,US,MEDIUM,Data Engineering,162500.0
2023,Senior,Full-time,Machine Learning Engineer,318300,USD,318300,US,Full-Remote,US,MEDIUM,Machine Learning,318300.0
2023,Senior,Full-time,Machine Learning Engineer,188800,USD,188800,US,Full-Remote,US,MEDIUM,Machine Learning,188800.0
2023,Senior,Full-time,Data Analyst,385000,USD,385000,US,On-Site,US,MEDIUM,Data Engineering,385000.0
2023,Senior,Full-time,Data Analyst,60000,USD,60000,US,On-Site,US,MEDIUM,Data Engineering,60000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,110000,USD,110000,US,Full-Remote,US,MEDIUM,Data Engineering,110000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,95000,USD,95000,US,Full-Remote,US,MEDIUM,Data Engineering,95000.0
2023,Senior,Full-time,Data Scientist,145000,USD,145000,US,Full-Remote,US,MEDIUM,Data Science,145000.0
2023,Senior,Full-time,Data Scientist,135000,USD,135000,US,Full-Remote,US,MEDIUM,Data Science,135000.0
2023,Senior,Full-time,Data Analyst,180180,USD,180180,US,On-Site,US,MEDIUM,Data Engineering,180180.0
2023,Senior,Full-time,Data Analyst,106020,USD,106020,US,On-Site,US,MEDIUM,Data Engineering,106020.0
2023,Senior,Full-time,Data Analyst,93919,USD,93919,US,Full-Remote,US,MEDIUM,Data Engineering,93919.0
2023,Senior,Full-time,Data Analyst,51962,USD,51962,US,Full-Remote,US,MEDIUM,Data Engineering,51962.0
2023,Senior,Full-time,Data Engineer,241871,USD,241871,US,On-Site,US,MEDIUM,Data Engineering,241871.0
2023,Senior,Full-time,Data Engineer,133832,USD,133832,US,On-Site,US,MEDIUM,Data Engineering,133832.0
2023,Senior,Full-time,Data Scientist,170000,USD,170000,US,Full-Remote,US,MEDIUM,Data Science,170000.0
2023,Senior,Full-time,Data Scientist,90000,USD,90000,US,Full-Remote,US,MEDIUM,Data Science,90000.0
2023,Executive level,Full-time,Data Engineer,210914,USD,210914,US,Full-Remote,US,MEDIUM,Data Engineering,210914.0
2023,Executive level,Full-time,Data Engineer,116704,USD,116704,US,Full-Remote,US,MEDIUM,Data Engineering,116704.0
2023,Senior,Full-time,Data Analyst,192500,USD,192500,US,Full-Remote,US,MEDIUM,Data Engineering,192500.0
2023,Senior,Full-time,Data Analyst,140000,USD,140000,US,Full-Remote,US,MEDIUM,Data Engineering,140000.0
2023,Senior,Full-time,Data Scientist,149076,USD,149076,US,On-Site,US,MEDIUM,Data Science,149076.0
2023,Senior,Full-time,Data Scientist,82365,USD,82365,US,On-Site,US,MEDIUM,Data Science,82365.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,36000,USD,36000,MX,Full-Remote,MX,SMALL,Machine Learning,36000.0
2023,Senior,Full-time,Data Scientist,175000,USD,175000,US,On-Site,US,MEDIUM,Data Science,175000.0
2023,Senior,Full-time,Data Scientist,148750,USD,148750,US,On-Site,US,MEDIUM,Data Science,148750.0
2023,Senior,Full-time,Research Scientist,370000,USD,370000,US,On-Site,US,MEDIUM,Data Science,370000.0
2023,Senior,Full-time,Research Scientist,200000,USD,200000,US,On-Site,US,MEDIUM,Data Science,200000.0
2023,Senior,Full-time,Data Scientist,235000,USD,235000,US,Full-Remote,US,MEDIUM,Data Science,235000.0
2023,Senior,Full-time,Data Scientist,185000,USD,185000,US,Full-Remote,US,MEDIUM,Data Science,185000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,100000,GBP,121523,GB,On-Site,GB,MEDIUM,Machine Learning,121523.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,80000,GBP,97218,GB,On-Site,GB,MEDIUM,Machine Learning,97218.0
2023,Senior,Full-time,Data Scientist,216100,USD,216100,US,On-Site,US,MEDIUM,Data Science,216100.0
2023,Senior,Full-time,Data Scientist,140800,USD,140800,US,On-Site,US,MEDIUM,Data Science,140800.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,120000,GBP,145828,GB,On-Site,GB,MEDIUM,Machine Learning,145828.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,100000,GBP,121523,GB,On-Site,GB,MEDIUM,Machine Learning,121523.0
2023,Senior,Full-time,Computer Vision Software Engineer,50000,EUR,53654,NL,Full-Remote,CA,LARGE,Other,53654.0
2023,Entry level,Full-time,Data Scientist,110000,USD,110000,US,Half-Remote,US,SMALL,Data Science,110000.0
2023,Senior,Full-time,Data Engineer,128000,USD,128000,US,On-Site,US,MEDIUM,Data Engineering,128000.0
2023,Senior,Full-time,Data Engineer,81500,USD,81500,US,On-Site,US,MEDIUM,Data Engineering,81500.0
2023,Mid/Intermediate level,Full-time,Data Engineer,55000,GBP,66837,GB,Full-Remote,GB,MEDIUM,Data Engineering,66837.0
